    W        Theta    pip-p
 1810.0000   80.0000  0.3343E+00
 1810.0000   90.0000  0.2815E+00
 1810.0000  100.0000  0.5233E+00
 1810.0000  110.0000  0.8288E+00
 1810.0000  120.0000  0.9251E+00
 1810.0000  130.0000  0.7784E+00
 1810.0000  140.0000  0.6434E+00
 1810.0000  150.0000  0.8197E+00
 1810.0000  160.0000  0.1350E+01
 1810.0000  170.0000  0.1943E+01
 1810.0000  179.9000  0.2202E+01
 1820.0000    0.1000  0.5944E+01
 1820.0000   10.0000  0.5468E+01
 1820.0000   20.0000  0.4298E+01
 1820.0000   30.0000  0.2997E+01
 1820.0000   40.0000  0.2020E+01
 1820.0000   50.0000  0.1437E+01
 1820.0000   60.0000  0.1035E+01
 1820.0000   70.0000  0.6476E+00
 1820.0000   80.0000  0.3460E+00
 1820.0000   90.0000  0.3160E+00
 1820.0000  100.0000  0.5786E+00
 1820.0000  110.0000  0.8982E+00
 1820.0000  120.0000  0.9938E+00
 1820.0000  130.0000  0.8303E+00
 1820.0000  140.0000  0.6727E+00
 1820.0000  150.0000  0.8360E+00
 1820.0000  160.0000  0.1370E+01
 1820.0000  170.0000  0.1977E+01
 1820.0000  179.9000  0.2243E+01
 1830.0000    0.1000  0.6595E+01
 1830.0000   10.0000  0.6037E+01
 1830.0000   20.0000  0.4663E+01
 1830.0000   30.0000  0.3143E+01
 1830.0000   40.0000  0.2017E+01
 1830.0000   50.0000  0.1380E+01
 1830.0000   60.0000  0.9902E+00
 1830.0000   70.0000  0.6358E+00
 1830.0000   80.0000  0.3647E+00
 1830.0000   90.0000  0.3584E+00
 1830.0000  100.0000  0.6408E+00
 1830.0000  110.0000  0.9729E+00
 1830.0000  120.0000  0.1066E+01
 1830.0000  130.0000  0.8842E+00
 1830.0000  140.0000  0.7011E+00
 1830.0000  150.0000  0.8487E+00
 1830.0000  160.0000  0.1385E+01
 1830.0000  170.0000  0.2006E+01
 1830.0000  179.9000  0.2280E+01
 1840.0000    0.1000  0.7309E+01
 1840.0000   10.0000  0.6656E+01
 1840.0000   20.0000  0.5053E+01
 1840.0000   30.0000  0.3286E+01
 1840.0000   40.0000  0.1997E+01
 1840.0000   50.0000  0.1307E+01
 1840.0000   60.0000  0.9372E+00
 1840.0000   70.0000  0.6252E+00
 1840.0000   80.0000  0.3893E+00
 1840.0000   90.0000  0.4075E+00
 1840.0000  100.0000  0.7082E+00
 1840.0000  110.0000  0.1051E+01
 1840.0000  120.0000  0.1141E+01
 1840.0000  130.0000  0.9383E+00
 1840.0000  140.0000  0.7264E+00
 1840.0000  150.0000  0.8542E+00
 1840.0000  160.0000  0.1391E+01
 1840.0000  170.0000  0.2024E+01
 1840.0000  179.9000  0.2305E+01
 1850.0000    0.1000  0.8069E+01
 1850.0000   10.0000  0.7313E+01
 1850.0000   20.0000  0.5456E+01
 1850.0000   30.0000  0.3420E+01
 1850.0000   40.0000  0.1957E+01
 1850.0000   50.0000  0.1216E+01
 1850.0000   60.0000  0.8755E+00
 1850.0000   70.0000  0.6144E+00
 1850.0000   80.0000  0.4180E+00
 1850.0000   90.0000  0.4608E+00
 1850.0000  100.0000  0.7778E+00
 1850.0000  110.0000  0.1130E+01
 1850.0000  120.0000  0.1216E+01
 1850.0000  130.0000  0.9903E+00
 1850.0000  140.0000  0.7460E+00
 1850.0000  150.0000  0.8492E+00
 1850.0000  160.0000  0.1381E+01
 1850.0000  170.0000  0.2024E+01
 1850.0000  179.9000  0.2311E+01
 1860.0000    0.1000  0.8846E+01
 1860.0000   10.0000  0.7979E+01
 1860.0000   20.0000  0.5856E+01
 1860.0000   30.0000  0.3538E+01
 1860.0000   40.0000  0.1897E+01
 1860.0000   50.0000  0.1108E+01
 1860.0000   60.0000  0.8051E+00
 1860.0000   70.0000  0.6020E+00
 1860.0000   80.0000  0.4484E+00
 1860.0000   90.0000  0.5149E+00
 1860.0000  100.0000  0.8453E+00
 1860.0000  110.0000  0.1204E+01
 1860.0000  120.0000  0.1285E+01
 1860.0000  130.0000  0.1037E+01
 1860.0000  140.0000  0.7575E+00
 1860.0000  150.0000  0.8305E+00
 1860.0000  160.0000  0.1351E+01
 1860.0000  170.0000  0.1998E+01
 1860.0000  179.9000  0.2290E+01
 1870.0000    0.1000  0.9595E+01
 1870.0000   10.0000  0.8618E+01
 1870.0000   20.0000  0.6228E+01
 1870.0000   30.0000  0.3632E+01
 1870.0000   40.0000  0.1817E+01
 1870.0000   50.0000  0.9875E+00
 1870.0000   60.0000  0.7273E+00
 1870.0000   70.0000  0.5867E+00
 1870.0000   80.0000  0.4775E+00
 1870.0000   90.0000  0.5656E+00
 1870.0000  100.0000  0.9053E+00
 1870.0000  110.0000  0.1268E+01
 1870.0000  120.0000  0.1343E+01
 1870.0000  130.0000  0.1074E+01
 1870.0000  140.0000  0.7590E+00
 1870.0000  150.0000  0.7967E+00
 1870.0000  160.0000  0.1297E+01
 1870.0000  170.0000  0.1941E+01
 1870.0000  179.9000  0.2234E+01
 1880.0000    0.1000  0.1027E+02
 1880.0000   10.0000  0.9186E+01
 1880.0000   20.0000  0.6549E+01
 1880.0000   30.0000  0.3695E+01
 1880.0000   40.0000  0.1722E+01
 1880.0000   50.0000  0.8594E+00
 1880.0000   60.0000  0.6451E+00
 1880.0000   70.0000  0.5677E+00
 1880.0000   80.0000  0.5022E+00
 1880.0000   90.0000  0.6087E+00
 1880.0000  100.0000  0.9524E+00
 1880.0000  110.0000  0.1315E+01
 1880.0000  120.0000  0.1385E+01
 1880.0000  130.0000  0.1098E+01
 1880.0000  140.0000  0.7493E+00
 1880.0000  150.0000  0.7481E+00
 1880.0000  160.0000  0.1220E+01
 1880.0000  170.0000  0.1851E+01
 1880.0000  179.9000  0.2142E+01
 1890.0000    0.1000  0.1081E+02
 1890.0000   10.0000  0.9645E+01
 1890.0000   20.0000  0.6796E+01
 1890.0000   30.0000  0.3723E+01
 1890.0000   40.0000  0.1618E+01
 1890.0000   50.0000  0.7316E+00
 1890.0000   60.0000  0.5625E+00
 1890.0000   70.0000  0.5451E+00
 1890.0000   80.0000  0.5203E+00
 1890.0000   90.0000  0.6411E+00
 1890.0000  100.0000  0.9827E+00
 1890.0000  110.0000  0.1340E+01
 1890.0000  120.0000  0.1406E+01
 1890.0000  130.0000  0.1106E+01
 1890.0000  140.0000  0.7290E+00
 1890.0000  150.0000  0.6875E+00
 1890.0000  160.0000  0.1122E+01
 1890.0000  170.0000  0.1731E+01
 1890.0000  179.9000  0.2014E+01
 1900.0000    0.1000  0.1121E+02
 1900.0000   10.0000  0.9969E+01
 1900.0000   20.0000  0.6956E+01
 1900.0000   30.0000  0.3715E+01
 1900.0000   40.0000  0.1511E+01
 1900.0000   50.0000  0.6118E+00
 1900.0000   60.0000  0.4838E+00
 1900.0000   70.0000  0.5196E+00
 1900.0000   80.0000  0.5305E+00
 1900.0000   90.0000  0.6608E+00
 1900.0000  100.0000  0.9945E+00
 1900.0000  110.0000  0.1342E+01
 1900.0000  120.0000  0.1404E+01
 1900.0000  130.0000  0.1098E+01
 1900.0000  140.0000  0.6993E+00
 1900.0000  150.0000  0.6190E+00
 1900.0000  160.0000  0.1010E+01
 1900.0000  170.0000  0.1587E+01
 1900.0000  179.9000  0.1859E+01
 1910.0000    0.1000  0.1143E+02
 1910.0000   10.0000  0.1015E+02
 1910.0000   20.0000  0.7028E+01
 1910.0000   30.0000  0.3676E+01
 1910.0000   40.0000  0.1410E+01
 1910.0000   50.0000  0.5061E+00
 1910.0000   60.0000  0.4128E+00
 1910.0000   70.0000  0.4925E+00
 1910.0000   80.0000  0.5329E+00
 1910.0000   90.0000  0.6679E+00
 1910.0000  100.0000  0.9884E+00
 1910.0000  110.0000  0.1322E+01
 1910.0000  120.0000  0.1381E+01
 1910.0000  130.0000  0.1075E+01
 1910.0000  140.0000  0.6631E+00
 1910.0000  150.0000  0.5476E+00
 1910.0000  160.0000  0.8920E+00
 1910.0000  170.0000  0.1430E+01
 1910.0000  179.9000  0.1687E+01
 1920.0000    0.1000  0.1151E+02
 1920.0000   10.0000  0.1020E+02
 1920.0000   20.0000  0.7022E+01
 1920.0000   30.0000  0.3613E+01
 1920.0000   40.0000  0.1317E+01
 1920.0000   50.0000  0.4180E+00
 1920.0000   60.0000  0.3518E+00
 1920.0000   70.0000  0.4652E+00
 1920.0000   80.0000  0.5283E+00
 1920.0000   90.0000  0.6639E+00
 1920.0000  100.0000  0.9672E+00
 1920.0000  110.0000  0.1284E+01
 1920.0000  120.0000  0.1340E+01
 1920.0000  130.0000  0.1040E+01
 1920.0000  140.0000  0.6231E+00
 1920.0000  150.0000  0.4777E+00
 1920.0000  160.0000  0.7747E+00
 1920.0000  170.0000  0.1269E+01
 1920.0000  179.9000  0.1509E+01
 1930.0000    0.1000  0.1146E+02
 1930.0000   10.0000  0.1014E+02
 1930.0000   20.0000  0.6951E+01
 1930.0000   30.0000  0.3533E+01
 1930.0000   40.0000  0.1237E+01
 1930.0000   50.0000  0.3484E+00
 1930.0000   60.0000  0.3018E+00
 1930.0000   70.0000  0.4389E+00
 1930.0000   80.0000  0.5184E+00
 1930.0000   90.0000  0.6513E+00
 1930.0000  100.0000  0.9348E+00
 1930.0000  110.0000  0.1232E+01
 1930.0000  120.0000  0.1286E+01
 1930.0000  130.0000  0.9967E+00
 1930.0000  140.0000  0.5819E+00
 1930.0000  150.0000  0.4128E+00
 1930.0000  160.0000  0.6643E+00
 1930.0000  170.0000  0.1115E+01
 1930.0000  179.9000  0.1337E+01
 1940.0000    0.1000  0.1131E+02
 1940.0000   10.0000  0.1001E+02
 1940.0000   20.0000  0.6834E+01
 1940.0000   30.0000  0.3443E+01
 1940.0000   40.0000  0.1170E+01
 1940.0000   50.0000  0.2963E+00
 1940.0000   60.0000  0.2623E+00
 1940.0000   70.0000  0.4144E+00
 1940.0000   80.0000  0.5047E+00
 1940.0000   90.0000  0.6325E+00
 1940.0000  100.0000  0.8949E+00
 1940.0000  110.0000  0.1172E+01
 1940.0000  120.0000  0.1224E+01
 1940.0000  130.0000  0.9484E+00
 1940.0000  140.0000  0.5416E+00
 1940.0000  150.0000  0.3548E+00
 1940.0000  160.0000  0.5644E+00
 1940.0000  170.0000  0.9717E+00
 1940.0000  179.9000  0.1175E+01
 1950.0000    0.1000  0.1110E+02
 1950.0000   10.0000  0.9810E+01
 1950.0000   20.0000  0.6687E+01
 1950.0000   30.0000  0.3350E+01
 1950.0000   40.0000  0.1116E+01
 1950.0000   50.0000  0.2595E+00
 1950.0000   60.0000  0.2325E+00
 1950.0000   70.0000  0.3923E+00
 1950.0000   80.0000  0.4888E+00
 1950.0000   90.0000  0.6100E+00
 1950.0000  100.0000  0.8510E+00
 1950.0000  110.0000  0.1108E+01
 1950.0000  120.0000  0.1157E+01
 1950.0000  130.0000  0.8980E+00
 1950.0000  140.0000  0.5036E+00
 1950.0000  150.0000  0.3047E+00
 1950.0000  160.0000  0.4771E+00
 1950.0000  170.0000  0.8437E+00
 1950.0000  179.9000  0.1030E+01
 1960.0000    0.1000  0.1084E+02
 1960.0000   10.0000  0.9583E+01
 1960.0000   20.0000  0.6524E+01
 1960.0000   30.0000  0.3258E+01
 1960.0000   40.0000  0.1073E+01
 1960.0000   50.0000  0.2352E+00
 1960.0000   60.0000  0.2106E+00
 1960.0000   70.0000  0.3727E+00
 1960.0000   80.0000  0.4720E+00
 1960.0000   90.0000  0.5857E+00
 1960.0000  100.0000  0.8058E+00
 1960.0000  110.0000  0.1043E+01
 1960.0000  120.0000  0.1090E+01
 1960.0000  130.0000  0.8475E+00
 1960.0000  140.0000  0.4686E+00
 1960.0000  150.0000  0.2623E+00
 1960.0000  160.0000  0.4026E+00
 1960.0000  170.0000  0.7319E+00
 1960.0000  179.9000  0.9018E+00
 1970.0000    0.1000  0.1057E+02
 1970.0000   10.0000  0.9339E+01
 1970.0000   20.0000  0.6354E+01
 1970.0000   30.0000  0.3170E+01
 1970.0000   40.0000  0.1039E+01
 1970.0000   50.0000  0.2209E+00
 1970.0000   60.0000  0.1954E+00
 1970.0000   70.0000  0.3555E+00
 1970.0000   80.0000  0.4550E+00
 1970.0000   90.0000  0.5609E+00
 1970.0000  100.0000  0.7611E+00
 1970.0000  110.0000  0.9784E+00
 1970.0000  120.0000  0.1024E+01
 1970.0000  130.0000  0.7985E+00
 1970.0000  140.0000  0.4368E+00
 1970.0000  150.0000  0.2273E+00
 1970.0000  160.0000  0.3401E+00
 1970.0000  170.0000  0.6362E+00
 1970.0000  179.9000  0.7912E+00
 1980.0000    0.1000  0.1029E+02
 1980.0000   10.0000  0.9092E+01
 1980.0000   20.0000  0.6185E+01
 1980.0000   30.0000  0.3086E+01
 1980.0000   40.0000  0.1013E+01
 1980.0000   50.0000  0.2142E+00
 1980.0000   60.0000  0.1854E+00
 1980.0000   70.0000  0.3405E+00
 1980.0000   80.0000  0.4385E+00
 1980.0000   90.0000  0.5365E+00
 1980.0000  100.0000  0.7179E+00
 1980.0000  110.0000  0.9167E+00
 1980.0000  120.0000  0.9604E+00
 1980.0000  130.0000  0.7516E+00
 1980.0000  140.0000  0.4084E+00
 1980.0000  150.0000  0.1987E+00
 1980.0000  160.0000  0.2887E+00
 1980.0000  170.0000  0.5553E+00
 1980.0000  179.9000  0.6970E+00
 1990.0000    0.1000  0.1002E+02
 1990.0000   10.0000  0.8849E+01
 1990.0000   20.0000  0.6020E+01
 1990.0000   30.0000  0.3008E+01
 1990.0000   40.0000  0.9936E+00
 1990.0000   50.0000  0.2132E+00
 1990.0000   60.0000  0.1793E+00
 1990.0000   70.0000  0.3275E+00
 1990.0000   80.0000  0.4225E+00
 1990.0000   90.0000  0.5129E+00
 1990.0000  100.0000  0.6767E+00
 1990.0000  110.0000  0.8581E+00
 1990.0000  120.0000  0.8999E+00
 1990.0000  130.0000  0.7074E+00
 1990.0000  140.0000  0.3830E+00
 1990.0000  150.0000  0.1757E+00
 1990.0000  160.0000  0.2468E+00
 1990.0000  170.0000  0.4876E+00
 1990.0000  179.9000  0.6174E+00
 2000.0000    0.1000  0.9749E+01
 2000.0000   10.0000  0.8613E+01
 2000.0000   20.0000  0.5862E+01
 2000.0000   30.0000  0.2936E+01
 2000.0000   40.0000  0.9789E+00
 2000.0000   50.0000  0.2163E+00
 2000.0000   60.0000  0.1763E+00
 2000.0000   70.0000  0.3160E+00
 2000.0000   80.0000  0.4074E+00
 2000.0000   90.0000  0.4904E+00
 2000.0000  100.0000  0.6379E+00
 2000.0000  110.0000  0.8028E+00
 2000.0000  120.0000  0.8427E+00
 2000.0000  130.0000  0.6657E+00
 2000.0000  140.0000  0.3604E+00
 2000.0000  150.0000  0.1575E+00
 2000.0000  160.0000  0.2133E+00
 2000.0000  170.0000  0.4314E+00
 2000.0000  179.9000  0.5508E+00
