    W        Theta    pip-n       pi0-p
 1590.0000  179.9000  0.2593E+00  0.1288E-01
 1600.0000    0.1000  0.6754E+01  0.1877E+01
 1600.0000   10.0000  0.6187E+01  0.1701E+01
 1600.0000   20.0000  0.4789E+01  0.1253E+01
 1600.0000   30.0000  0.3233E+01  0.7234E+00
 1600.0000   40.0000  0.2066E+01  0.3047E+00
 1600.0000   50.0000  0.1416E+01  0.9472E-01
 1600.0000   60.0000  0.1075E+01  0.6381E-01
 1600.0000   70.0000  0.7993E+00  0.1031E+00
 1600.0000   80.0000  0.5121E+00  0.1146E+00
 1600.0000   90.0000  0.2950E+00  0.8242E-01
 1600.0000  100.0000  0.2569E+00  0.7889E-01
 1600.0000  110.0000  0.4233E+00  0.1999E+00
 1600.0000  120.0000  0.7112E+00  0.4729E+00
 1600.0000  130.0000  0.9722E+00  0.8022E+00
 1600.0000  140.0000  0.1067E+01  0.1004E+01
 1600.0000  150.0000  0.9373E+00  0.9276E+00
 1600.0000  160.0000  0.6466E+00  0.5918E+00
 1600.0000  170.0000  0.3558E+00  0.2057E+00
 1600.0000  179.9000  0.2347E+00  0.3663E-01
 1610.0000    0.1000  0.8058E+01  0.2205E+01
 1610.0000   10.0000  0.7351E+01  0.1995E+01
 1610.0000   20.0000  0.5600E+01  0.1457E+01
 1610.0000   30.0000  0.3637E+01  0.8204E+00
 1610.0000   40.0000  0.2157E+01  0.3173E+00
 1610.0000   50.0000  0.1350E+01  0.7006E-01
 1610.0000   60.0000  0.9805E+00  0.4607E-01
 1610.0000   70.0000  0.7359E+00  0.1112E+00
 1610.0000   80.0000  0.4863E+00  0.1386E+00
 1610.0000   90.0000  0.2971E+00  0.1003E+00
 1610.0000  100.0000  0.2881E+00  0.7891E-01
 1610.0000  110.0000  0.4993E+00  0.1935E+00
 1610.0000  120.0000  0.8457E+00  0.4872E+00
 1610.0000  130.0000  0.1157E+01  0.8590E+00
 1610.0000  140.0000  0.1267E+01  0.1100E+01
 1610.0000  150.0000  0.1103E+01  0.1035E+01
 1610.0000  160.0000  0.7414E+00  0.6767E+00
 1610.0000  170.0000  0.3808E+00  0.2556E+00
 1610.0000  179.9000  0.2308E+00  0.6995E-01
 1620.0000    0.1000  0.9684E+01  0.2621E+01
 1620.0000   10.0000  0.8811E+01  0.2370E+01
 1620.0000   20.0000  0.6642E+01  0.1727E+01
 1620.0000   30.0000  0.4187E+01  0.9606E+00
 1620.0000   40.0000  0.2317E+01  0.3541E+00
 1620.0000   50.0000  0.1299E+01  0.5909E-01
 1620.0000   60.0000  0.8766E+00  0.4014E-01
 1620.0000   70.0000  0.6607E+00  0.1333E+00
 1620.0000   80.0000  0.4547E+00  0.1773E+00
 1620.0000   90.0000  0.2982E+00  0.1287E+00
 1620.0000  100.0000  0.3213E+00  0.8285E-01
 1620.0000  110.0000  0.5824E+00  0.1863E+00
 1620.0000  120.0000  0.9974E+00  0.5012E+00
 1620.0000  130.0000  0.1372E+01  0.9201E+00
 1620.0000  140.0000  0.1506E+01  0.1206E+01
 1620.0000  150.0000  0.1306E+01  0.1156E+01
 1620.0000  160.0000  0.8658E+00  0.7755E+00
 1620.0000  170.0000  0.4259E+00  0.3183E+00
 1620.0000  179.9000  0.2429E+00  0.1155E+00
 1630.0000    0.1000  0.1165E+02  0.3125E+01
 1630.0000   10.0000  0.1059E+02  0.2827E+01
 1630.0000   20.0000  0.7944E+01  0.2062E+01
 1630.0000   30.0000  0.4914E+01  0.1147E+01
 1630.0000   40.0000  0.2567E+01  0.4184E+00
 1630.0000   50.0000  0.1274E+01  0.6386E-01
 1630.0000   60.0000  0.7638E+00  0.4631E-01
 1630.0000   70.0000  0.5703E+00  0.1681E+00
 1630.0000   80.0000  0.4159E+00  0.2279E+00
 1630.0000   90.0000  0.3013E+00  0.1648E+00
 1630.0000  100.0000  0.3621E+00  0.8849E-01
 1630.0000  110.0000  0.6786E+00  0.1765E+00
 1630.0000  120.0000  0.1171E+01  0.5116E+00
 1630.0000  130.0000  0.1620E+01  0.9795E+00
 1630.0000  140.0000  0.1782E+01  0.1314E+01
 1630.0000  150.0000  0.1545E+01  0.1282E+01
 1630.0000  160.0000  0.1016E+01  0.8844E+00
 1630.0000  170.0000  0.4858E+00  0.3949E+00
 1630.0000  179.9000  0.2650E+00  0.1765E+00
 1640.0000    0.1000  0.1381E+02  0.3654E+01
 1640.0000   10.0000  0.1256E+02  0.3309E+01
 1640.0000   20.0000  0.9420E+01  0.2420E+01
 1640.0000   30.0000  0.5777E+01  0.1351E+01
 1640.0000   40.0000  0.2899E+01  0.4970E+00
 1640.0000   50.0000  0.1276E+01  0.8111E-01
 1640.0000   60.0000  0.6446E+00  0.6500E-01
 1640.0000   70.0000  0.4655E+00  0.2151E+00
 1640.0000   80.0000  0.3701E+00  0.2880E+00
 1640.0000   90.0000  0.3054E+00  0.2053E+00
 1640.0000  100.0000  0.4051E+00  0.9295E-01
 1640.0000  110.0000  0.7749E+00  0.1606E+00
 1640.0000  120.0000  0.1346E+01  0.5110E+00
 1640.0000  130.0000  0.1874E+01  0.1024E+01
 1640.0000  140.0000  0.2073E+01  0.1406E+01
 1640.0000  150.0000  0.1799E+01  0.1399E+01
 1640.0000  160.0000  0.1177E+01  0.9976E+00
 1640.0000  170.0000  0.5516E+00  0.4907E+00
 1640.0000  179.9000  0.2908E+00  0.2629E+00
 1650.0000    0.1000  0.1590E+02  0.4114E+01
 1650.0000   10.0000  0.1448E+02  0.3728E+01
 1650.0000   20.0000  0.1090E+02  0.2732E+01
 1650.0000   30.0000  0.6680E+01  0.1532E+01
 1650.0000   40.0000  0.3278E+01  0.5710E+00
 1650.0000   50.0000  0.1302E+01  0.1064E+00
 1650.0000   60.0000  0.5243E+00  0.9630E-01
 1650.0000   70.0000  0.3497E+00  0.2724E+00
 1650.0000   80.0000  0.3185E+00  0.3528E+00
 1650.0000   90.0000  0.3090E+00  0.2459E+00
 1650.0000  100.0000  0.4433E+00  0.9525E-01
 1650.0000  110.0000  0.8545E+00  0.1386E+00
 1650.0000  120.0000  0.1494E+01  0.4945E+00
 1650.0000  130.0000  0.2098E+01  0.1037E+01
 1650.0000  140.0000  0.2334E+01  0.1457E+01
 1650.0000  150.0000  0.2031E+01  0.1484E+01
 1650.0000  160.0000  0.1322E+01  0.1104E+01
 1650.0000  170.0000  0.6067E+00  0.6089E+00
 1650.0000  179.9000  0.3078E+00  0.3846E+00
 1660.0000    0.1000  0.1752E+02  0.4389E+01
 1660.0000   10.0000  0.1599E+02  0.3978E+01
 1660.0000   20.0000  0.1210E+02  0.2917E+01
 1660.0000   30.0000  0.7471E+01  0.1638E+01
 1660.0000   40.0000  0.3645E+01  0.6177E+00
 1660.0000   50.0000  0.1349E+01  0.1332E+00
 1660.0000   60.0000  0.4159E+00  0.1374E+00
 1660.0000   70.0000  0.2343E+00  0.3336E+00
 1660.0000   80.0000  0.2654E+00  0.4131E+00
 1660.0000   90.0000  0.3104E+00  0.2803E+00
 1660.0000  100.0000  0.4673E+00  0.9536E-01
 1660.0000  110.0000  0.8959E+00  0.1141E+00
 1660.0000  120.0000  0.1576E+01  0.4604E+00
 1660.0000  130.0000  0.2238E+01  0.1006E+01
 1660.0000  140.0000  0.2510E+01  0.1444E+01
 1660.0000  150.0000  0.2189E+01  0.1509E+01
 1660.0000  160.0000  0.1417E+01  0.1184E+01
 1660.0000  170.0000  0.6312E+00  0.7404E+00
 1660.0000  179.9000  0.3026E+00  0.5376E+00
 1670.0000    0.1000  0.1830E+02  0.4396E+01
 1670.0000   10.0000  0.1675E+02  0.3984E+01
 1670.0000   20.0000  0.1278E+02  0.2919E+01
 1670.0000   30.0000  0.7986E+01  0.1637E+01
 1670.0000   40.0000  0.3927E+01  0.6214E+00
 1670.0000   50.0000  0.1405E+01  0.1547E+00
 1670.0000   60.0000  0.3364E+00  0.1809E+00
 1670.0000   70.0000  0.1366E+00  0.3873E+00
 1670.0000   80.0000  0.2184E+00  0.4568E+00
 1670.0000   90.0000  0.3085E+00  0.3011E+00
 1670.0000  100.0000  0.4706E+00  0.9372E-01
 1670.0000  110.0000  0.8845E+00  0.9233E-01
 1670.0000  120.0000  0.1567E+01  0.4124E+00
 1670.0000  130.0000  0.2254E+01  0.9271E+00
 1670.0000  140.0000  0.2551E+01  0.1353E+01
 1670.0000  150.0000  0.2230E+01  0.1454E+01
 1670.0000  160.0000  0.1431E+01  0.1213E+01
 1670.0000  170.0000  0.6128E+00  0.8597E+00
 1670.0000  179.9000  0.2698E+00  0.6958E+00
 1680.0000    0.1000  0.1815E+02  0.4149E+01
 1680.0000   10.0000  0.1667E+02  0.3758E+01
 1680.0000   20.0000  0.1285E+02  0.2748E+01
 1680.0000   30.0000  0.8155E+01  0.1536E+01
 1680.0000   40.0000  0.4086E+01  0.5850E+00
 1680.0000   50.0000  0.1465E+01  0.1661E+00
 1680.0000   60.0000  0.2987E+00  0.2157E+00
 1680.0000   70.0000  0.7094E-01  0.4204E+00
 1680.0000   80.0000  0.1837E+00  0.4734E+00
 1680.0000   90.0000  0.3048E+00  0.3036E+00
 1680.0000  100.0000  0.4564E+00  0.9098E-01
 1680.0000  110.0000  0.8280E+00  0.7845E-01
 1680.0000  120.0000  0.1471E+01  0.3606E+00
 1680.0000  130.0000  0.2146E+01  0.8147E+00
 1680.0000  140.0000  0.2453E+01  0.1199E+01
 1680.0000  150.0000  0.2149E+01  0.1324E+01
 1680.0000  160.0000  0.1364E+01  0.1179E+01
 1680.0000  170.0000  0.5560E+00  0.9358E+00
 1680.0000  179.9000  0.2165E+00  0.8208E+00
 1690.0000    0.1000  0.1706E+02  0.3664E+01
 1690.0000   10.0000  0.1572E+02  0.3315E+01
 1690.0000   20.0000  0.1223E+02  0.2413E+01
 1690.0000   30.0000  0.7897E+01  0.1333E+01
 1690.0000   40.0000  0.4048E+01  0.4984E+00
 1690.0000   50.0000  0.1484E+01  0.1532E+00
 1690.0000   60.0000  0.2892E+00  0.2291E+00
 1690.0000   70.0000  0.3546E-01  0.4253E+00
 1690.0000   80.0000  0.1521E+00  0.4605E+00
 1690.0000   90.0000  0.2751E+00  0.2862E+00
 1690.0000  100.0000  0.3921E+00  0.8317E-01
 1690.0000  110.0000  0.6953E+00  0.6861E-01
 1690.0000  120.0000  0.1270E+01  0.3090E+00
 1690.0000  130.0000  0.1907E+01  0.6880E+00
 1690.0000  140.0000  0.2223E+01  0.1013E+01
 1690.0000  150.0000  0.1967E+01  0.1150E+01
 1690.0000  160.0000  0.1251E+01  0.1096E+01
 1690.0000  170.0000  0.5034E+00  0.9646E+00
 1690.0000  179.9000  0.1880E+00  0.8993E+00
 1700.0000    0.1000  0.1560E+02  0.3121E+01
 1700.0000   10.0000  0.1441E+02  0.2822E+01
 1700.0000   20.0000  0.1131E+02  0.2048E+01
 1700.0000   30.0000  0.7406E+01  0.1125E+01
 1700.0000   40.0000  0.3875E+01  0.4248E+00
 1700.0000   50.0000  0.1455E+01  0.1618E+00
 1700.0000   60.0000  0.2866E+00  0.2639E+00
 1700.0000   70.0000  0.2850E-01  0.4481E+00
 1700.0000   80.0000  0.1522E+00  0.4620E+00
 1700.0000   90.0000  0.2767E+00  0.2802E+00
 1700.0000  100.0000  0.3581E+00  0.8311E-01
 1700.0000  110.0000  0.5845E+00  0.6244E-01
 1700.0000  120.0000  0.1069E+01  0.2595E+00
 1700.0000  130.0000  0.1641E+01  0.5667E+00
 1700.0000  140.0000  0.1944E+01  0.8395E+00
 1700.0000  150.0000  0.1732E+01  0.9934E+00
 1700.0000  160.0000  0.1097E+01  0.1029E+01
 1700.0000  170.0000  0.4263E+00  0.1004E+01
 1700.0000  179.9000  0.1425E+00  0.9857E+00
 1710.0000    0.1000  0.1422E+02  0.2645E+01
 1710.0000   10.0000  0.1318E+02  0.2393E+01
 1710.0000   20.0000  0.1044E+02  0.1739E+01
 1710.0000   30.0000  0.6954E+01  0.9566E+00
 1710.0000   40.0000  0.3737E+01  0.3689E+00
 1710.0000   50.0000  0.1465E+01  0.1645E+00
 1710.0000   60.0000  0.3184E+00  0.2745E+00
 1710.0000   70.0000  0.4093E-01  0.4393E+00
 1710.0000   80.0000  0.1569E+00  0.4357E+00
 1710.0000   90.0000  0.2823E+00  0.2578E+00
 1710.0000  100.0000  0.3435E+00  0.8000E-01
 1710.0000  110.0000  0.5135E+00  0.6540E-01
 1710.0000  120.0000  0.9199E+00  0.2293E+00
 1710.0000  130.0000  0.1425E+01  0.4706E+00
 1710.0000  140.0000  0.1702E+01  0.6876E+00
 1710.0000  150.0000  0.1519E+01  0.8411E+00
 1710.0000  160.0000  0.9548E+00  0.9377E+00
 1710.0000  170.0000  0.3549E+00  0.9913E+00
 1710.0000  179.9000  0.1010E+00  0.1009E+01
 1720.0000    0.1000  0.1293E+02  0.2219E+01
 1720.0000   10.0000  0.1202E+02  0.2010E+01
 1720.0000   20.0000  0.9602E+01  0.1467E+01
 1720.0000   30.0000  0.6499E+01  0.8122E+00
 1720.0000   40.0000  0.3586E+01  0.3219E+00
 1720.0000   50.0000  0.1471E+01  0.1635E+00
 1720.0000   60.0000  0.3566E+00  0.2743E+00
 1720.0000   70.0000  0.6038E-01  0.4184E+00
 1720.0000   80.0000  0.1618E+00  0.4003E+00
 1720.0000   90.0000  0.2844E+00  0.2299E+00
 1720.0000  100.0000  0.3314E+00  0.7472E-01
 1720.0000  110.0000  0.4582E+00  0.7115E-01
 1720.0000  120.0000  0.7989E+00  0.2106E+00
 1720.0000  130.0000  0.1243E+01  0.3968E+00
 1720.0000  140.0000  0.1493E+01  0.5637E+00
 1720.0000  150.0000  0.1335E+01  0.7103E+00
 1720.0000  160.0000  0.8332E+00  0.8493E+00
 1720.0000  170.0000  0.2994E+00  0.9608E+00
 1720.0000  179.9000  0.7345E-01  0.1005E+01
 1730.0000    0.1000  0.1179E+02  0.1846E+01
 1730.0000   10.0000  0.1098E+02  0.1678E+01
 1730.0000   20.0000  0.8836E+01  0.1234E+01
 1730.0000   30.0000  0.6066E+01  0.6916E+00
 1730.0000   40.0000  0.3428E+01  0.2841E+00
 1730.0000   50.0000  0.1465E+01  0.1614E+00
 1730.0000   60.0000  0.3907E+00  0.2692E+00
 1730.0000   70.0000  0.7989E-01  0.3937E+00
 1730.0000   80.0000  0.1652E+00  0.3631E+00
 1730.0000   90.0000  0.2833E+00  0.2010E+00
 1730.0000  100.0000  0.3204E+00  0.6838E-01
 1730.0000  110.0000  0.4146E+00  0.7806E-01
 1730.0000  120.0000  0.7024E+00  0.2002E+00
 1730.0000  130.0000  0.1094E+01  0.3419E+00
 1730.0000  140.0000  0.1320E+01  0.4660E+00
 1730.0000  150.0000  0.1181E+01  0.6029E+00
 1730.0000  160.0000  0.7348E+00  0.7708E+00
 1730.0000  170.0000  0.2592E+00  0.9244E+00
 1730.0000  179.9000  0.5804E-01  0.9877E+00
 1740.0000    0.1000  0.1082E+02  0.1527E+01
 1740.0000   10.0000  0.1009E+02  0.1395E+01
 1740.0000   20.0000  0.8165E+01  0.1039E+01
 1740.0000   30.0000  0.5669E+01  0.5937E+00
 1740.0000   40.0000  0.3271E+01  0.2551E+00
 1740.0000   50.0000  0.1448E+01  0.1599E+00
 1740.0000   60.0000  0.4166E+00  0.2626E+00
 1740.0000   70.0000  0.9625E-01  0.3691E+00
 1740.0000   80.0000  0.1667E+00  0.3279E+00
 1740.0000   90.0000  0.2801E+00  0.1735E+00
 1740.0000  100.0000  0.3103E+00  0.6181E-01
 1740.0000  110.0000  0.3800E+00  0.8540E-01
 1740.0000  120.0000  0.6256E+00  0.1958E+00
 1740.0000  130.0000  0.9741E+00  0.3018E+00
 1740.0000  140.0000  0.1179E+01  0.3900E+00
 1740.0000  150.0000  0.1057E+01  0.5162E+00
 1740.0000  160.0000  0.6571E+00  0.7039E+00
 1740.0000  170.0000  0.2318E+00  0.8880E+00
 1740.0000  179.9000  0.5223E-01  0.9656E+00
 1750.0000    0.1000  0.1003E+02  0.1258E+01
 1750.0000   10.0000  0.9357E+01  0.1157E+01
 1750.0000   20.0000  0.7596E+01  0.8788E+00
 1750.0000   30.0000  0.5319E+01  0.5169E+00
 1750.0000   40.0000  0.3120E+01  0.2348E+00
 1750.0000   50.0000  0.1423E+01  0.1599E+00
 1750.0000   60.0000  0.4340E+00  0.2562E+00
 1750.0000   70.0000  0.1084E+00  0.3468E+00
 1750.0000   80.0000  0.1667E+00  0.2962E+00
 1750.0000   90.0000  0.2762E+00  0.1486E+00
 1750.0000  100.0000  0.3016E+00  0.5564E-01
 1750.0000  110.0000  0.3523E+00  0.9292E-01
 1750.0000  120.0000  0.5640E+00  0.1955E+00
 1750.0000  130.0000  0.8770E+00  0.2730E+00
 1750.0000  140.0000  0.1065E+01  0.3313E+00
 1750.0000  150.0000  0.9557E+00  0.4472E+00
 1750.0000  160.0000  0.5962E+00  0.6483E+00
 1750.0000  170.0000  0.2146E+00  0.8547E+00
 1750.0000  179.9000  0.5373E-01  0.9428E+00
 1760.0000    0.1000  0.9391E+01  0.1033E+01
 1760.0000   10.0000  0.8765E+01  0.9601E+00
 1760.0000   20.0000  0.7125E+01  0.7496E+00
 1760.0000   30.0000  0.5017E+01  0.4588E+00
 1760.0000   40.0000  0.2981E+01  0.2225E+00
 1760.0000   50.0000  0.1392E+01  0.1616E+00
 1760.0000   60.0000  0.4434E+00  0.2506E+00
 1760.0000   70.0000  0.1163E+00  0.3272E+00
 1760.0000   80.0000  0.1655E+00  0.2687E+00
 1760.0000   90.0000  0.2724E+00  0.1268E+00
 1760.0000  100.0000  0.2945E+00  0.5035E-01
 1760.0000  110.0000  0.3302E+00  0.1006E+00
 1760.0000  120.0000  0.5140E+00  0.1983E+00
 1760.0000  130.0000  0.7974E+00  0.2529E+00
 1760.0000  140.0000  0.9704E+00  0.2863E+00
 1760.0000  150.0000  0.8731E+00  0.3928E+00
 1760.0000  160.0000  0.5486E+00  0.6032E+00
 1760.0000  170.0000  0.2051E+00  0.8260E+00
 1760.0000  179.9000  0.6076E-01  0.9219E+00
 1770.0000    0.1000  0.8900E+01  0.8439E+00
 1770.0000   10.0000  0.8301E+01  0.7970E+00
 1770.0000   20.0000  0.6744E+01  0.6470E+00
 1770.0000   30.0000  0.4760E+01  0.4172E+00
 1770.0000   40.0000  0.2854E+01  0.2172E+00
 1770.0000   50.0000  0.1357E+01  0.1651E+00
 1770.0000   60.0000  0.4460E+00  0.2462E+00
 1770.0000   70.0000  0.1205E+00  0.3107E+00
 1770.0000   80.0000  0.1637E+00  0.2455E+00
 1770.0000   90.0000  0.2696E+00  0.1084E+00
 1770.0000  100.0000  0.2895E+00  0.4625E-01
 1770.0000  110.0000  0.3125E+00  0.1086E+00
 1770.0000  120.0000  0.4729E+00  0.2034E+00
 1770.0000  130.0000  0.7312E+00  0.2396E+00
 1770.0000  140.0000  0.8915E+00  0.2523E+00
 1770.0000  150.0000  0.8045E+00  0.3503E+00
 1770.0000  160.0000  0.5110E+00  0.5673E+00
 1770.0000  170.0000  0.2016E+00  0.8022E+00
 1770.0000  179.9000  0.7203E-01  0.9038E+00
 1780.0000    0.1000  0.8535E+01  0.6853E+00
 1780.0000   10.0000  0.7950E+01  0.6620E+00
 1780.0000   20.0000  0.6441E+01  0.5666E+00
 1780.0000   30.0000  0.4542E+01  0.3896E+00
 1780.0000   40.0000  0.2737E+01  0.2181E+00
 1780.0000   50.0000  0.1319E+01  0.1702E+00
 1780.0000   60.0000  0.4429E+00  0.2430E+00
 1780.0000   70.0000  0.1215E+00  0.2970E+00
 1780.0000   80.0000  0.1618E+00  0.2263E+00
 1780.0000   90.0000  0.2682E+00  0.9325E-01
 1780.0000  100.0000  0.2867E+00  0.4362E-01
 1780.0000  110.0000  0.2988E+00  0.1172E+00
 1780.0000  120.0000  0.4388E+00  0.2105E+00
 1780.0000  130.0000  0.6752E+00  0.2318E+00
 1780.0000  140.0000  0.8244E+00  0.2274E+00
 1780.0000  150.0000  0.7466E+00  0.3180E+00
 1780.0000  160.0000  0.4811E+00  0.5394E+00
 1780.0000  170.0000  0.2027E+00  0.7831E+00
 1780.0000  179.9000  0.8667E-01  0.8888E+00
 1790.0000    0.1000  0.8279E+01  0.5512E+00
 1790.0000   10.0000  0.7696E+01  0.5499E+00
 1790.0000   20.0000  0.6205E+01  0.5047E+00
 1790.0000   30.0000  0.4359E+01  0.3738E+00
 1790.0000   40.0000  0.2630E+01  0.2245E+00
 1790.0000   50.0000  0.1278E+01  0.1769E+00
 1790.0000   60.0000  0.4350E+00  0.2408E+00
 1790.0000   70.0000  0.1201E+00  0.2861E+00
 1790.0000   80.0000  0.1601E+00  0.2111E+00
 1790.0000   90.0000  0.2684E+00  0.8153E-01
 1790.0000  100.0000  0.2862E+00  0.4266E-01
 1790.0000  110.0000  0.2887E+00  0.1263E+00
 1790.0000  120.0000  0.4104E+00  0.2193E+00
 1790.0000  130.0000  0.6271E+00  0.2287E+00
 1790.0000  140.0000  0.7660E+00  0.2100E+00
 1790.0000  150.0000  0.6965E+00  0.2941E+00
 1790.0000  160.0000  0.4569E+00  0.5182E+00
 1790.0000  170.0000  0.2076E+00  0.7677E+00
 1790.0000  179.9000  0.1043E+00  0.8763E+00
 1800.0000    0.1000  0.8117E+01  0.4371E+00
 1800.0000   10.0000  0.7526E+01  0.4565E+00
 1800.0000   20.0000  0.6027E+01  0.4579E+00
 1800.0000   30.0000  0.4204E+01  0.3681E+00
 1800.0000   40.0000  0.2531E+01  0.2355E+00
 1800.0000   50.0000  0.1234E+01  0.1849E+00
 1800.0000   60.0000  0.4228E+00  0.2395E+00
 1800.0000   70.0000  0.1167E+00  0.2776E+00
 1800.0000   80.0000  0.1588E+00  0.1997E+00
 1800.0000   90.0000  0.2703E+00  0.7329E-01
 1800.0000  100.0000  0.2881E+00  0.4360E-01
 1800.0000  110.0000  0.2819E+00  0.1363E+00
 1800.0000  120.0000  0.3868E+00  0.2297E+00
 1800.0000  130.0000  0.5851E+00  0.2296E+00
 1800.0000  140.0000  0.7140E+00  0.1993E+00
 1800.0000  150.0000  0.6519E+00  0.2776E+00
 1800.0000  160.0000  0.4369E+00  0.5025E+00
 1800.0000  170.0000  0.2157E+00  0.7552E+00
 1800.0000  179.9000  0.1248E+00  0.8653E+00
 1810.0000    0.1000  0.8040E+01  0.3392E+00
 1810.0000   10.0000  0.7430E+01  0.3785E+00
 1810.0000   20.0000  0.5899E+01  0.4237E+00
 1810.0000   30.0000  0.4074E+01  0.3705E+00
 1810.0000   40.0000  0.2436E+01  0.2503E+00
 1810.0000   50.0000  0.1188E+01  0.1938E+00
 1810.0000   60.0000  0.4070E+00  0.2391E+00
 1810.0000   70.0000  0.1118E+00  0.2715E+00
 1810.0000   80.0000  0.1580E+00  0.1921E+00
 1810.0000   90.0000  0.2737E+00  0.6866E-01
 1810.0000  100.0000  0.2921E+00  0.4670E-01
 1810.0000  110.0000  0.2781E+00  0.1471E+00
 1810.0000  120.0000  0.3673E+00  0.2415E+00
 1810.0000  130.0000  0.5477E+00  0.2342E+00
 1810.0000  140.0000  0.6664E+00  0.1947E+00
 1810.0000  150.0000  0.6109E+00  0.2675E+00
 1810.0000  160.0000  0.4200E+00  0.4912E+00
 1810.0000  170.0000  0.2267E+00  0.7443E+00
 1810.0000  179.9000  0.1482E+00  0.8545E+00
 1820.0000    0.1000  0.8038E+01  0.2552E+00
 1820.0000   10.0000  0.7400E+01  0.3132E+00
 1820.0000   20.0000  0.5816E+01  0.3993E+00
 1820.0000   30.0000  0.3964E+01  0.3789E+00
 1820.0000   40.0000  0.2346E+01  0.2676E+00
 1820.0000   50.0000  0.1138E+01  0.2032E+00
 1820.0000   60.0000  0.3879E+00  0.2390E+00
 1820.0000   70.0000  0.1058E+00  0.2673E+00
 1820.0000   80.0000  0.1577E+00  0.1880E+00
 1820.0000   90.0000  0.2782E+00  0.6784E-01
 1820.0000  100.0000  0.2979E+00  0.5220E-01
 1820.0000  110.0000  0.2773E+00  0.1590E+00
 1820.0000  120.0000  0.3516E+00  0.2546E+00
 1820.0000  130.0000  0.5139E+00  0.2422E+00
 1820.0000  140.0000  0.6213E+00  0.1954E+00
 1820.0000  150.0000  0.5718E+00  0.2628E+00
 1820.0000  160.0000  0.4050E+00  0.4830E+00
 1820.0000  170.0000  0.2405E+00  0.7332E+00
 1820.0000  179.9000  0.1747E+00  0.8422E+00
 1830.0000    0.1000  0.8103E+01  0.1836E+00
 1830.0000   10.0000  0.7430E+01  0.2589E+00
 1830.0000   20.0000  0.5772E+01  0.3824E+00
 1830.0000   30.0000  0.3872E+01  0.3913E+00
 1830.0000   40.0000  0.2258E+01  0.2861E+00
 1830.0000   50.0000  0.1085E+01  0.2125E+00
 1830.0000   60.0000  0.3658E+00  0.2390E+00
 1830.0000   70.0000  0.9899E-01  0.2648E+00
 1830.0000   80.0000  0.1577E+00  0.1875E+00
 1830.0000   90.0000  0.2833E+00  0.7096E-01
 1830.0000  100.0000  0.3049E+00  0.6029E-01
 1830.0000  110.0000  0.2790E+00  0.1717E+00
 1830.0000  120.0000  0.3392E+00  0.2686E+00
 1830.0000  130.0000  0.4828E+00  0.2531E+00
 1830.0000  140.0000  0.5773E+00  0.2010E+00
 1830.0000  150.0000  0.5330E+00  0.2626E+00
 1830.0000  160.0000  0.3913E+00  0.4764E+00
 1830.0000  170.0000  0.2569E+00  0.7204E+00
 1830.0000  179.9000  0.2046E+00  0.8266E+00
 1840.0000    0.1000  0.8226E+01  0.1238E+00
 1840.0000   10.0000  0.7511E+01  0.2145E+00
 1840.0000   20.0000  0.5764E+01  0.3710E+00
 1840.0000   30.0000  0.3795E+01  0.4050E+00
 1840.0000   40.0000  0.2172E+01  0.3039E+00
 1840.0000   50.0000  0.1028E+01  0.2206E+00
 1840.0000   60.0000  0.3410E+00  0.2385E+00
 1840.0000   70.0000  0.9174E-01  0.2634E+00
 1840.0000   80.0000  0.1579E+00  0.1900E+00
 1840.0000   90.0000  0.2883E+00  0.7802E-01
 1840.0000  100.0000  0.3125E+00  0.7100E-01
 1840.0000  110.0000  0.2828E+00  0.1851E+00
 1840.0000  120.0000  0.3299E+00  0.2829E+00
 1840.0000  130.0000  0.4536E+00  0.2662E+00
 1840.0000  140.0000  0.5334E+00  0.2107E+00
 1840.0000  150.0000  0.4936E+00  0.2658E+00
 1840.0000  160.0000  0.3780E+00  0.4696E+00
 1840.0000  170.0000  0.2757E+00  0.7034E+00
 1840.0000  179.9000  0.2379E+00  0.8052E+00
 1850.0000    0.1000  0.8394E+01  0.7652E-01
 1850.0000   10.0000  0.7633E+01  0.1796E+00
 1850.0000   20.0000  0.5783E+01  0.3631E+00
 1850.0000   30.0000  0.3732E+01  0.4177E+00
 1850.0000   40.0000  0.2088E+01  0.3192E+00
 1850.0000   50.0000  0.9686E+00  0.2267E+00
 1850.0000   60.0000  0.3142E+00  0.2367E+00
 1850.0000   70.0000  0.8432E-01  0.2622E+00
 1850.0000   80.0000  0.1582E+00  0.1951E+00
 1850.0000   90.0000  0.2925E+00  0.8875E-01
 1850.0000  100.0000  0.3197E+00  0.8407E-01
 1850.0000  110.0000  0.2883E+00  0.1985E+00
 1850.0000  120.0000  0.3232E+00  0.2966E+00
 1850.0000  130.0000  0.4261E+00  0.2806E+00
 1850.0000  140.0000  0.4891E+00  0.2234E+00
 1850.0000  150.0000  0.4529E+00  0.2709E+00
 1850.0000  160.0000  0.3648E+00  0.4608E+00
 1850.0000  170.0000  0.2964E+00  0.6802E+00
 1850.0000  179.9000  0.2739E+00  0.7757E+00
 1860.0000    0.1000  0.8591E+01  0.4300E-01
 1860.0000   10.0000  0.7781E+01  0.1548E+00
 1860.0000   20.0000  0.5823E+01  0.3573E+00
 1860.0000   30.0000  0.3681E+01  0.4268E+00
